company_id,company_name,industry_domain,salary,location,tools_and_technologies,role_name,role_category,experience_level
2266,KPMG,Consulting,5.3,Mumbai,"MySQL,Python3,Analytics",Data Analyst,Analytics,Mid
7836,PwC,Consulting,6.0,Mumbai,"Excel,PostgreSQL,Audit",Analyst,Analytics,Mid
3438,PwC,Consulting,6.9,Bangalore,"Excel,MySQL,Audit",Analyst,Analytics,Entry
7976,TechMahindra,IT Services,4.1,Hyderabad,"Core Java,Networking,Linux",Support Engineer,Development,Entry
5685,TechMahindra,IT Services,5.4,Hyderabad,"Core Java,Networking,Linux",Support Engineer,Development,Entry
6989,LTI,IT Services,6.2,Bangalore,"Python3,ML,Data Science",Data Scientist,AI,Mid
6138,LTI,IT Services,7.4,Bangalore,"Python Programming,ML,Data Science",Data Scientist,AI,Mid
1529,Zoho,Tech,6.4,Chennai,"Core Java,DSA,Web Dev",Software Developer,Development,Mid
2636,Zoho,Tech,8.3,Pune,"Java SE,DSA,Web Dev",Software Developer,Development,Entry
2645,Razorpay,Fintech,10.4,Chennai,"Node.js,APIs,Payments",Backend Developer,Development,Mid
2903,Razorpay,Fintech,9.2,Bangalore,"Node.js,APIs,Payments",Backend Developer,Development,Entry
5918,Freshworks,Tech,8.3,Mumbai,"ReactJS,JavaScript,UI",Frontend Engineer,Development,Mid
4535,Freshworks,Tech,8.6,Mumbai,"ReactJS,JavaScript,UI",Frontend Engineer,Development,Mid
9291,Cred,Fintech,13.0,Mumbai,"Java SE,Microservices,Cloud",Backend Engineer,Development,Mid
3931,Cred,Fintech,13.3,Chennai,"Core Java,Microservices,Cloud",Backend Engineer,Development,Mid
5709,PhonePe,Fintech,12.1,Bangalore,"Core Java,Spring,Kafka",Backend Engineer,Development,Mid
4895,PhonePe,Fintech,11.3,Chennai,"Core Java,Spring,Kafka",Backend Engineer,Development,Mid
5069,Nykaa,E-commerce,8.7,Mumbai,"ReactJS,JavaScript,UX",Frontend Developer,Development,Mid
4508,Nykaa,E-commerce,8.5,Mumbai,"ReactJS,JavaScript,UX",Frontend Developer,Development,Mid
1164,BookMyShow,Entertainment,7.9,Hyderabad,"Node.js,ReactJS,MongoDB",Full Stack Dev,Development,Mid
1018,BookMyShow,Entertainment,8.7,Pune,"Node.js,ReactJS,MongoDB",Full Stack Dev,Development,Entry
8673,RedBus,Transport,9.6,Hyderabad,"Core Java,Spring Boot,MySQL",Backend Developer,Development,Mid
6946,RedBus,Transport,8.0,Bangalore,"Java SE,Spring Boot,PostgreSQL",Backend Developer,Development,Entry
3241,MakeMyTrip,Travel,9.3,Chennai,"Core Java,APIs,Microservices",Backend Engineer,Development,Mid
5540,MakeMyTrip,Travel,8.6,Hyderabad,"Core Java,APIs,Microservices",Backend Engineer,Development,Entry
6071,Cleartrip,Travel,9.9,Chennai,"Python3,Django,PostgreSQL",Backend Developer,Development,Mid
6360,Cleartrip,Travel,9.8,Chennai,"Python3,Django,PostgreSQL",Backend Developer,Development,Mid
9752,PolicyBazaar,Fintech,8.7,Mumbai,"ReactJS,Node.js,MongoDB",Full Stack Dev,Development,Entry
4406,PolicyBazaar,Fintech,6.2,Bangalore,"ReactJS,Node.js,MongoDB",Full Stack Dev,Development,Entry
2344,UpGrad,EdTech,6.7,Chennai,"Python3,ML,Analytics",Data Scientist,AI,Mid
3159,UpGrad,EdTech,7.6,Hyderabad,"Python3,ML,Analytics",Data Scientist,AI,Entry
1555,Scaler,EdTech,8.5,Pune,"DSA,Java SE,Teaching",Instructor,Development,Entry
5625,Scaler,EdTech,7.2,Pune,"DSA,Java SE,Teaching",Instructor,Development,Entry
7741,Meta,Tech,19.3,Chennai,"ReactJS,JavaScript,System Design",Frontend Engineer,Development,Mid
3892,Meta,Tech,21.1,Mumbai,"ReactJS,JavaScript,System Design",Frontend Engineer,Development,Entry
1119,Netflix,Tech,24.1,Chennai,"Python3,Cloud,Data",Data Engineer,AI,Entry
5829,Netflix,Tech,27.0,Mumbai,"Python Programming,Cloud,Data",Data Engineer,AI,Mid
5777,Tesla,Automobile,17.5,Mumbai,"AI,Embedded,C++",AI Engineer,AI,Entry
5982,Tesla,Automobile,17.4,Mumbai,"AI,Embedded,C++",AI Engineer,AI,Mid
3580,Intel,Hardware,13.5,Bangalore,"C++,Embedded,OS",Embedded Engineer,Development,Mid
3281,Intel,Hardware,15.6,Bangalore,"C++,Embedded,OS",Embedded Engineer,Development,Mid
2598,Nvidia,Tech,21.4,Bangalore,"CUDA,C++,AI",AI Engineer,AI,Entry
8821,Nvidia,Tech,19.6,Mumbai,"CUDA,C++,AI",AI Engineer,AI,Entry
1366,Qualcomm,Tech,14.5,Chennai,"C++,DSP,Embedded",Embedded Engineer,Development,Entry
6223,Qualcomm,Tech,14.2,Mumbai,"C++,DSP,Embedded",Embedded Engineer,Development,Mid
5661,GoldmanSachs,Finance,17.0,Pune,"Java SE,DSA,Finance",Software Engineer,Development,Mid
1603,GoldmanSachs,Finance,17.7,Bangalore,"Core Java,DSA,Finance",Software Engineer,Development,Mid
8873,JPMorgan,Finance,18.7,Chennai,"Core Java,PostgreSQL,Spring",Backend Engineer,Development,Mid
2351,JPMorgan,Finance,17.3,Bangalore,"Java SE,PostgreSQL,Spring",Backend Engineer,Development,Entry
6382,MorganStanley,Finance,16.7,Chennai,"Python3,MySQL,Analytics",Data Analyst,Analytics,Entry
3415,MorganStanley,Finance,15.7,Pune,"Python Programming,MySQL,Analytics",Data Analyst,Analytics,Mid
9117,HSBC,Finance,11.0,Pune,"MySQL,Excel,Banking",Analyst,Analytics,Mid
1550,HSBC,Finance,11.8,Pune,"PostgreSQL,Excel,Banking",Analyst,Analytics,Entry
6537,CitiBank,Finance,11.8,Hyderabad,"Java SE,MySQL,Banking",Software Engineer,Development,Mid
9357,CitiBank,Finance,13.7,Pune,"Java SE,PostgreSQL,Banking",Software Engineer,Development,Mid
2670,Barclays,Finance,14.2,Mumbai,"Python3,ML,Analytics",Data Scientist,AI,Mid
3748,Barclays,Finance,12.1,Hyderabad,"Python Programming,ML,Analytics",Data Scientist,AI,Mid
6262,AmericanExpress,Finance,13.2,Bangalore,"Python3,MySQL,Analytics",Data Analyst,Analytics,Mid
1999,AmericanExpress,Finance,13.5,Hyderabad,"Python Programming,MySQL,Analytics",Data Analyst,Analytics,Mid
6001,Mastercard,Fintech,14.2,Chennai,"Core Java,Spring,Cloud",Backend Engineer,Development,Entry
4000,Mastercard,Fintech,14.1,Chennai,"Java SE,Spring,Cloud",Backend Engineer,Development,Entry
8745,Visa,Fintech,16.8,Pune,"Java SE,Microservices,Cloud",Backend Engineer,Development,Mid
7794,Visa,Fintech,15.1,Pune,"Java SE,Microservices,Cloud",Backend Engineer,Development,Mid
2668,PayPal,Fintech,13.9,Hyderabad,"Java SE,APIs,Security",Backend Engineer,Development,Entry
7529,PayPal,Fintech,14.4,Mumbai,"Java SE,APIs,Security",Backend Engineer,Development,Mid
4718,Stripe,Fintech,21.2,Pune,"Ruby,APIs,Payments",Backend Developer,Development,Entry
7836,Stripe,Fintech,20.2,Hyderabad,"Ruby,APIs,Payments",Backend Developer,Development,Entry
9235,Atlassian,Tech,17.9,Chennai,"Core Java,Cloud,Agile",Software Engineer,Development,Entry
1371,Atlassian,Tech,19.5,Pune,"Java SE,Cloud,Agile",Software Engineer,Development,Entry
7679,Slack,Tech,17.9,Mumbai,"ReactJS,Node.js,Realtime",Full Stack Dev,Development,Entry
6358,Slack,Tech,16.2,Bangalore,"ReactJS,Node.js,Realtime",Full Stack Dev,Development,Mid
5546,Dropbox,Tech,18.0,Bangalore,"Python Programming,Cloud,Storage",Backend Engineer,Development,Mid
4171,Dropbox,Tech,19.8,Chennai,"Python3,Cloud,Storage",Backend Engineer,Development,Entry
7596,Airbnb,Tech,22.5,Chennai,"ReactJS,Node.js,System Design",Full Stack Dev,Development,Mid
2247,Airbnb,Tech,21.4,Hyderabad,"ReactJS,Node.js,System Design",Full Stack Dev,Development,Mid
7268,Spotify,Tech,19.5,Mumbai,"Python3,Data,ML",Data Engineer,AI,Mid
1029,Spotify,Tech,21.1,Pune,"Python Programming,Data,ML",Data Engineer,AI,Entry
4705,Twilio,Tech,18.8,Hyderabad,"APIs,Node.js,Cloud",Backend Developer,Development,Entry
4704,Twilio,Tech,19.6,Mumbai,"APIs,Node.js,Cloud",Backend Developer,Development,Entry
2387,Square,Fintech,19.9,Bangalore,"Java SE,Payments,Cloud",Backend Engineer,Development,Entry
3423,Square,Fintech,18.4,Bangalore,"Core Java,Payments,Cloud",Backend Engineer,Development,Entry
5459,Robinhood,Fintech,21.5,Pune,"Python3,Finance,ML",Data Scientist,AI,Mid
5163,Robinhood,Fintech,20.3,Bangalore,"Python3,Finance,ML",Data Scientist,AI,Mid
9781,Asana,Tech,19.4,Hyderabad,"ReactJS,JavaScript,UX",Frontend Engineer,Development,Entry
3293,Asana,Tech,19.3,Hyderabad,"ReactJS,JavaScript,UX",Frontend Engineer,Development,Mid
9774,Notion,Tech,18.7,Pune,"JavaScript,Product,Design",Frontend Developer,Development,Entry
3637,Notion,Tech,18.6,Bangalore,"JavaScript,Product,Design",Frontend Developer,Development,Entry
8423,Figma,Tech,20.1,Mumbai,"JavaScript,UI,Collaboration",Frontend Engineer,Development,Mid
6717,Figma,Tech,21.0,Mumbai,"JavaScript,UI,Collaboration",Frontend Engineer,Development,Mid
7302,Canva,Tech,17.8,Chennai,"ReactJS,Design,JavaScript",Frontend Developer,Development,Entry
5784,Canva,Tech,17.1,Bangalore,"ReactJS,Design,JavaScript",Frontend Developer,Development,Mid
3030,Zoom,Tech,19.0,Hyderabad,"Java SE,Networking,Cloud",Backend Engineer,Development,Entry
3799,Zoom,Tech,19.9,Pune,"Core Java,Networking,Cloud",Backend Engineer,Development,Mid
5823,Cisco,Networking,11.3,Bangalore,"Networking,CCNA,Security",Network Engineer,Development,Mid
7294,Cisco,Networking,11.3,Bangalore,"Networking,CCNA,Security",Network Engineer,Development,Mid
8174,VMware,Tech,15.1,Hyderabad,"Cloud,Virtualization,Java SE",Software Engineer,Development,Entry
6192,VMware,Tech,17.2,Pune,"Cloud,Virtualization,Java SE",Software Engineer,Development,Entry
8616,RedHat,Tech,16.8,Hyderabad,"Linux,OpenSource,Cloud",DevOps Engineer,Development,Entry
9845,RedHat,Tech,15.0,Mumbai,"Linux,OpenSource,Cloud",DevOps Engineer,Development,Mid
2698,ServiceNow,Tech,13.6,Pune,"JavaScript,Cloud,ITSM",Developer,Development,Entry
5154,ServiceNow,Tech,14.0,Hyderabad,"JavaScript,Cloud,ITSM",Developer,Development,Entry
9787,Snowflake,Tech,17.1,Chennai,"MySQL,Cloud,Data",Data Engineer,AI,Entry
5571,Snowflake,Tech,18.2,Bangalore,"PostgreSQL,Cloud,Data",Data Engineer,AI,Mid
7114,Databricks,Tech,19.6,Chennai,"Spark,Python Programming,Big Data",Data Engineer,AI,Entry
9592,Databricks,Tech,19.4,Mumbai,"Spark,Python3,Big Data",Data Engineer,AI,Mid
4531,Palantir,Tech,21.1,Hyderabad,"Python3,Data,Analytics",Data Engineer,AI,Mid
8378,Palantir,Tech,23.2,Bangalore,"Python Programming,Data,Analytics",Data Engineer,AI,Mid
7644,Salesforce,Tech,13.2,Chennai,"Apex,CRM,Cloud",Developer,Development,Mid
9192,Salesforce,Tech,15.9,Pune,"Apex,CRM,Cloud",Developer,Development,Mid
5797,HubSpot,Tech,15.6,Mumbai,"Marketing,CRM,Analytics",Analyst,Analytics,Mid
1097,HubSpot,Tech,15.9,Pune,"Marketing,CRM,Analytics",Analyst,Analytics,Entry
4827,Shopify,E-commerce,17.9,Hyderabad,"Ruby,ReactJS,Ecom",Full Stack Dev,Development,Mid
8053,Shopify,E-commerce,19.5,Bangalore,"Ruby,ReactJS,Ecom",Full Stack Dev,Development,Mid
4184,Wayfair,E-commerce,19.0,Chennai,"Core Java,Microservices,Cloud",Backend Engineer,Development,Mid
1983,Wayfair,E-commerce,17.8,Pune,"Java SE,Microservices,Cloud",Backend Engineer,Development,Mid
8930,eBay,E-commerce,17.2,Chennai,"Java SE,APIs,Cloud",Backend Engineer,Development,Entry
1084,eBay,E-commerce,15.8,Pune,"Core Java,APIs,Cloud",Backend Engineer,Development,Mid
1237,WalmartLabs,Retail,19.6,Hyderabad,"Java SE,DSA,System Design",SDE,Development,Entry
5798,WalmartLabs,Retail,18.3,Hyderabad,"Core Java,DSA,System Design",SDE,Development,Mid
7617,Target,Retail,16.0,Bangalore,"Python Programming,Data,Analytics",Data Analyst,Analytics,Entry
9326,Target,Retail,14.1,Pune,"Python3,Data,Analytics",Data Analyst,Analytics,Mid
1638,BigBasket,E-commerce,11.4,Bangalore,"Python Programming,Django,PostgreSQL",Backend Dev,Development,Entry
1977,BigBasket,E-commerce,10.0,Mumbai,"Python Programming,Django,MySQL",Backend Dev,Development,Mid
3225,Groww,Fintech,13.7,Mumbai,"Core Java,Finance,APIs",Backend Engineer,Development,Entry
3463,Groww,Fintech,15.0,Chennai,"Core Java,Finance,APIs",Backend Engineer,Development,Mid
7025,Zerodha,Fintech,15.8,Bangalore,"Python Programming,Trading,APIs",Backend Dev,Development,Mid
4431,Zerodha,Fintech,15.1,Bangalore,"Python Programming,Trading,APIs",Backend Dev,Development,Mid
7072,Upstox,Fintech,12.2,Chennai,"Node.js,Trading,APIs",Backend Dev,Development,Entry
9333,Upstox,Fintech,13.8,Chennai,"Node.js,Trading,APIs",Backend Dev,Development,Mid
2624,Dream11,Gaming,16.6,Hyderabad,"Python3,ML,Analytics",Data Scientist,AI,Entry
8711,Dream11,Gaming,15.4,Chennai,"Python Programming,ML,Analytics",Data Scientist,AI,Entry
7185,Games24x7,Gaming,15.0,Mumbai,"Core Java,Gaming,Backend",Backend Dev,Development,Entry
6682,Games24x7,Gaming,14.7,Bangalore,"Java SE,Gaming,Backend",Backend Dev,Development,Entry
8842,EASports,Gaming,19.9,Pune,"C++,Gaming,Graphics",Game Dev,Development,Mid
6907,EASports,Gaming,18.7,Mumbai,"C++,Gaming,Graphics",Game Dev,Development,Mid
7131,Ubisoft,Gaming,17.3,Hyderabad,"C++,Unity,Gaming",Game Dev,Development,Mid
6058,Ubisoft,Gaming,16.6,Chennai,"C++,Unity,Gaming",Game Dev,Development,Entry
3524,TCSDigital,Tech,6.5,Mumbai,"Core Java,Cloud,DSA",Software Engineer,Development,Mid
9371,TCSDigital,Tech,7.2,Mumbai,"Java SE,Cloud,DSA",Software Engineer,Development,Mid
5110,InfosysEdge,Tech,6.5,Bangalore,"AI,Cloud,Python Programming",AI Engineer,AI,Mid
6288,InfosysEdge,Tech,8.4,Mumbai,"AI,Cloud,Python3",AI Engineer,AI,Mid
